gene	TCGA.HV.A7OP.01	TCGA.2L.AAQM.01	TCGA.3A.A9IO.01	TCGA.3A.A9IL.01	TCGA.3A.A9IR.01	TCGA.3A.A9IJ.01	TCGA.3A.A9IN.01	TCGA.3A.A9IV.01	TCGA.3A.A9IS.01	TCGA.Q3.A5QY.01	TCGA.IB.7889.01	TCGA.IB.AAUM.01	TCGA.3A.A9I5.01	TCGA.F2.6880.01	TCGA.3A.A9I9.01	TCGA.2J.AABV.01	TCGA.IB.A6UG.01	TCGA.LB.A8F3.01	TCGA.FB.AAQ3.01	TCGA.FB.AAQ6.01	TCGA.HZ.7289.01	TCGA.US.A776.01	TCGA.FB.AAPP.01	TCGA.HZ.A49H.01	TCGA.IB.7887.01	TCGA.F2.A8YN.01	TCGA.3E.AAAZ.01	TCGA.HZ.A8P0.01	TCGA.HZ.A49I.01	TCGA.S4.A8RP.01	TCGA.RB.A7B8.01	TCGA.HZ.7924.01	TCGA.F2.6879.01	TCGA.IB.7644.01	TCGA.HZ.8638.01	TCGA.HV.A5A4.01	TCGA.FB.A78T.01	TCGA.H8.A6C1.01	TCGA.IB.A5SP.01	TCGA.US.A77G.01	TCGA.YY.A8LH.01	TCGA.HZ.A8P1.01	TCGA.IB.AAUU.01	TCGA.Q3.AA2A.01	TCGA.S4.A8RM.01	TCGA.2L.AAQA.01	TCGA.2L.AAQI.01	TCGA.2L.AAQJ.01	TCGA.HV.AA8X.01	TCGA.2J.AAB1.01	TCGA.2J.AABA.01	TCGA.FB.AAPQ.01	TCGA.FB.AAPU.01	TCGA.FB.AAPY.01	TCGA.US.A779.01	TCGA.FB.AAQ0.01	TCGA.IB.7649.01	TCGA.F2.A44H.01	TCGA.3A.A9I7.01	TCGA.IB.7647.01	TCGA.IB.7652.01	TCGA.IB.7888.01	TCGA.2J.AABF.01	TCGA.IB.7897.01	TCGA.HZ.8519.01	TCGA.HZ.7920.01	TCGA.IB.8126.01	TCGA.HZ.7918.01	TCGA.IB.AAUT.01	TCGA.HZ.8317.01	TCGA.2J.AAB9.01	TCGA.F2.7273.01	TCGA.IB.AAUR.01	TCGA.HZ.8002.01	TCGA.3A.A9IX.01	TCGA.HZ.A49G.01	TCGA.F2.7276.01	TCGA.HZ.8637.01	TCGA.IB.7891.01	TCGA.XD.AAUG.01	TCGA.2J.AAB8.01	TCGA.IB.A5ST.01	TCGA.HZ.A77P.01	TCGA.IB.7645.01	TCGA.FB.A4P5.01	TCGA.XN.A8T5.01	TCGA.IB.AAUP.01	TCGA.2J.AABT.01	TCGA.2J.AABP.01	TCGA.IB.7651.01	TCGA.HZ.7922.01	TCGA.IB.7886.01	TCGA.IB.7893.01	TCGA.HZ.8315.01	TCGA.H6.A45N.01	TCGA.US.A774.01	TCGA.HZ.A77Q.01	TCGA.FB.A7DR.01	TCGA.HZ.7925.01	TCGA.IB.AAUS.01	TCGA.FB.AAPS.01	TCGA.IB.7890.01	TCGA.IB.7646.01	TCGA.IB.A5SO.01	TCGA.HZ.8636.01	TCGA.IB.A7M4.01	TCGA.OE.A75W.01	TCGA.HV.A7OL.01	TCGA.2L.AAQL.01	TCGA.HZ.A9TJ.01	TCGA.2J.AABE.01	TCGA.2J.AAB4.01	TCGA.2J.AABH.01	TCGA.F2.A44G.01	TCGA.S4.A8RO.01	TCGA.3A.A9J0.01	TCGA.IB.A5SQ.01	TCGA.HZ.A4BK.01	TCGA.HZ.A77O.01	TCGA.FB.AAQ1.01	TCGA.IB.8127.01	TCGA.HZ.7919.01	TCGA.PZ.A5RE.01	TCGA.YB.A89D.01	TCGA.IB.7885.01	TCGA.HZ.8005.01	TCGA.H6.8124.01	TCGA.FB.A545.01	TCGA.HV.A5A3.01	TCGA.HV.A5A6.01	TCGA.HZ.A4BH.01	TCGA.M8.A5N4.01	TCGA.FB.A5VM.01	TCGA.IB.A5SS.01	TCGA.US.A77E.01	TCGA.IB.A6UF.01	TCGA.LB.A7SX.01	TCGA.IB.A7LX.01	TCGA.XN.A8T3.01	TCGA.YH.A8SY.01	TCGA.3A.A9IC.01	TCGA.F2.A7TX.01	TCGA.IB.AAUN.01	TCGA.IB.AAUO.01	TCGA.2L.AAQE.01	TCGA.3A.A9IB.01	TCGA.3A.A9IH.01	TCGA.3A.A9IU.01	TCGA.XD.AAUL.01	TCGA.2J.AAB6.01	TCGA.2J.AABI.01	TCGA.2J.AABO.01	TCGA.2J.AABU.01	TCGA.3A.A9IZ.01	TCGA.FB.AAPZ.01	TCGA.FB.AAQ2.01	TCGA.XD.AAUI.01	TCGA.IB.AAUQ.01
WNT10A	131.7671	23.1454	10.8625	18.7668	9.2952	61.1783	49.0762	46.0222	4.5434	354.7363	290.07	45.1613	727.491	4.9095	292.3513	36.2205	716.616	57.3604	889.8417	195.3052	2.6137	3.4297	2.0866	64.8379	271.8753	168.925	46.7464	124.338	159.5379	178.4013	56.7503	19.202	184.629	19.6319	9.8055	289.0919	14.5651	238.1466	41.1195	15.0616	1144.306	18.5629	324.2437	338.8609	26.6112	211.5423	550.4703	26.7327	122.3255	468.7805	1276.9688	15.2565	35.2932	249.1874	350.1383	174.0716	63.9891	43.6242	467.033	125.196	227.9353	37.4243	238.1501	97.5786	155.2814	32.5942	45.9726	41.7178	45.4545	125.908	306.538	42.8476	240.7574	99.8217	199.6937	108.8621	57.2672	145.373	136.8071	89.8649	282.9612	256.8807	118.865	88.5655	546.9403	268.7723	343.6358	105.7572	28.4061	398.5881	177.3019	223.3902	451.2744	898.9019	161.3406	302.7368	305.5229	386.729	256.6677	94.5615	362.069	150.658	19.2893	78.6517	604.7365	410.8547	382.3237	488.6014	247.0945	225.0936	522.2753	82.0707	324.0418	104.8565	170.4497	1409.0309	708.7558	175.9884	450.0502	603.5473	418.5715	213.4992	574.3311	182.9394	416.2121	779.2152	183.3024	200.6056	426.7065	65.3105	995.9203	381.39	125.1956	773.8875	275.1092	66.0117	1052.9978	920.7131	386.0759	1117.9907	172.8395	536.0598	740.8657	429.9002	1497.683	561.9268	324.8475	971.8805	808.7318	805.2632	1628.0842	1389.4231	378.821	23.0483	839.971	2465.798	650.8172	464.9235
WTIP	819.2033	112.7596	66.727	153.3514	51.6402	152.6799	304.8499	55.0021	12.7215	273.365	229.9135	344.8029	396.7587	204.9708	292.9178	411.0236	214.7164	383.2487	164.4518	96.7136	26.6597	63.2043	20.8659	294.2643	241.7448	177.6803	247.1952	395.6209	289.3687	256.2202	437.8734	139.4015	177.2674	164.4172	96.1569	197.7431	184.3529	315.7328	85.2848	135.0981	197.9936	94.6108	193.4384	335.2559	85.6549	162.0752	301.2282	181.6832	149.1247	226.3415	348.8336	115.7698	57.4453	229.1441	297.7435	130.8498	196.7325	238.255	322.0626	89.127	203.8166	141.9923	237.4413	179.9783	216.1813	143.5399	217.5121	114.5194	315.1914	217.1531	418.0064	293.014	288.0974	291.2656	397.754	293.2166	415.9411	85.8149	233.3012	500	244.4183	348.187	274.5399	182.9522	279.6441	353.9928	271.4767	239.0488	463.4403	278.5772	262.955	187.2259	301.7241	211.2836	311.7693	282.1053	440.658	354.8056	263.5708	297.4032	613.1034	329.5003	115.736	378.9229	220.9211	194.2683	312.8103	200.8626	380.9912	225.6664	258.9795	188.5522	168.1185	226.8212	159.8596	371.2701	276.4442	153.3269	302.8013	196.8524	233.6334	129.5255	362.8223	375.6423	287.6563	250.1078	337.7707	339.894	249.1717	288.0086	253.4197	267.6623	499.7392	333.9975	245.8515	186.9528	345.1235	225.9306	278.481	386.6822	472.5926	188.2146	193.3671	190.8481	250.2317	362.3904	182.7509	434.0949	491.0603	400.5848	309.8694	274.8397	220.524	129.368	259.2324	64.6812	279.8415	272.3214
XBP1	9805.9244	6310.9792	3894.9955	3610.7287	4410.4193	3121.6917	7027.7136	7072.8217	4757.8373	4457.8704	8660.4862	11454.4803	6042.0168	29861.9208	8043.0595	25395.2756	9466.8458	9784.264	2614.7079	5451.6432	42150.5489	38131.7981	29754.1297	10264.3392	7207.1472	3884.7602	2436.4248	5294.0062	4197.4969	3075.172	3683.3931	8845.1372	2133.9812	2677.9141	13077.9693	2315.4218	5034.9563	4080.2802	2885.9772	4937.0151	2073.8618	4976.0479	2257.7759	2721.7015	5703.1185	3373.8186	5011.0774	3076.7327	4084.2879	3001.9512	4754.0316	5364.0019	4236.3065	3542.2535	2554.2462	1999.4553	5655.548	6949.6644	3457.7346	3558.8082	5607.2091	6820.5834	4413.5731	3847.4883	3126.9834	6456.7892	13399.296	19670.3476	6598.0861	15697.2091	7437.299	8048.9687	4194.3192	5490.9091	5697.6008	4641.6849	6588.7475	6634.6462	9415.6749	4149.3243	6250.5288	6589.3403	4856.5951	4205.8212	5091.7015	3161.5018	3708.7148	2006.8836	6523.4087	6758.8922	5855.2463	3600.237	3676.5367	4502.4612	2660.9509	8450.1053	3724.4418	3082.4307	2795.4189	3811.8569	2498.6207	3605.0301	4147.2081	3953.1189	2915.3194	3364.9505	2292.9494	2579.1744	2077.6633	4269.9062	3333.4361	3878.7879	3242.5958	2715.7837	3284.9384	4459.9947	3460.9437	4256.9913	10534.9398	2690.9818	3383.0214	3436.584	2858.0499	2256.9373	5607.7872	1915.912	3483.5692	2601.0598	2775.1498	5080.2998	3293.0166	2643.3084	3213.3542	2744.4729	3509.1703	3024.4918	3972.6313	1814.3328	3530.5907	3147.7804	4334.321	6435.3562	5926.3631	2582.8443	2003.7071	3253.0485	3051.3987	3561.9508	2327.6507	2799.4152	2033.0189	3282.8526	2324.2358	3729.368	3196.9587	1967.892	3609.2125	4076.5306
XK	134.8315	54.5994	154.1446	108.3111	165.2487	140.4442	161.0855	51.6346	48.1599	10.6368	165.6366	162.724	85.8343	330.1626	151.8414	132.2835	100.3799	89.3401	62.3265	283.5681	720.3346	718.7653	552.9473	129.1216	40.9915	45.3213	153.3283	15.2929	87.4708	87.3478	53.7634	522.6933	406.066	287.1166	131.2668	197.2058	226.3837	218.75	567.0425	185.3035	337.7797	573.6527	204.0903	85.0757	516.0083	289.1615	457.1867	107.9208	47.1148	184.878	169.0935	190.2574	383.7193	120.8017	163.7337	317.3551	126.6167	120.8054	345.7312	140.3555	158.7596	187.1216	169.044	100.4698	257.0448	102.1703	123.5085	190.593	52.0335	201.8606	68.5959	113.9055	32.0108	56.328	86.1664	115.4267	50.9042	47.3903	165.112	111.4865	48.8837	60.7252	154.5245	39.0852	84.2564	43.5042	131.9984	313.5169	4.7344	98.0179	60.3854	693.1502	132.3088	131.7683	72.4864	102.3158	24.0893	278.1895	232.1933	23.5179	6.8966	33.3087	397.4619	87.1755	48.9382	210.4996	175.2731	126.3093	203.1091	174.1182	83.2434	142.2559	106.7073	22.0751	345.9422	5.2812	38.2316	67.9846	86.3565	55.958	302.2729	270.934	179.7619	97.1223	49.3413	84.088	68.7899	133.2324	97.3327	40.1499	27.8378	54.5663	31.2989	132.0808	176.8559	35.1741	238.4321	24.7973	40.6118	14.0187	68.1481	273.9666	80.3822	62.4683	283.1325	43.1321	61.9495	97.1002	16.2162	69.0058	3.2656	94.5513	61.1354	366.5428	80.3765	291.2983	97.5731	98.852
XKR9	15.3218	4.1543	26.3804	12.8686	3.7869	21.8114	4.6189	1.6837	15.4475	5.3184	8.6527	33.6918	34.2137	9.819	88.9518	29.9213	45.6272	24.3655	223.7745	107.0423	380.0314	260.1666	187.7934	48.767	192.6951	89.6127	20.5684	99.0715	196.9468	77.2896	38.8292	88.7781	262.073	118.0982	98.371	117.1413	119.8502	103.4483	386.3199	165.2214	119.0607	355.6886	187.4734	163.6626	232.8482	114.6189	61.7032	159.901	106.3324	161.9512	31.3136	195.642	201.9971	96.4247	135.5212	142.6914	33.356	12.3043	100.5917	62.9901	48.7676	40.7265	71.9412	54.2103	121.2724	26.3261	29.5048	28.2209	77.1531	84.1086	32.1543	30.3393	36.0685	6.7736	2.4502	83.151	23.7776	213.5767	56.181	20.9459	134.4301	36.2604	21.089	51.9751	79.172	13.1108	43.9995	37.5469	3.6823	134.4013	58.6724	241.0957	59.5952	145.7781	146.5316	62.3158	45.8284	23.2585	77.1886	7.8393	14.4828	197.2902	177.1574	77.4893	114.3057	58.3312	73.4856	140.4806	93.1456	125.4339	91.2594	170.8754	104.5296	65.6733	89.2591	34.328	17.6454	94.5034	52.0353	86.9348	98.9445	166.7591	166.5684	124.8715	208.1061	66.8392	11.1217	18.9251	68.5222	105.9957	70.5544	212.5215	15.6495	2.2773	52.8384	7.7094	5.5665	65.2076	23.2068	36.215	81.4815	2.6385	34.851	80.6678	109.8239	106.8225	60.0136	131.3708	103.9501	4.0936	70.029	108.1731	44.7598	174.7212	24.6198	27.4546	131.7484	101.4031
XPO5	1438.2022	410.089	1916.4619	827.8831	1126.7897	819.2579	683.0254	581.4508	831.8946	712.1318	770.4986	965.5914	1001.2005	1011.3532	704.2493	1325.9843	1642.0436	829.9492	471.5786	1071.3615	893.3612	1287.1142	956.3554	650.0416	1163.1777	1013.035	788.7061	851.7485	901.114	884.595	710.8722	1014.4638	1334.8057	974.8466	734.4615	811.3917	925.5098	925.6466	681.2632	872.2045	915.4448	1043.1138	765.6583	945.2055	853.6383	954.7557	950.3265	752.4752	909.8768	748.7805	980.1159	577.0542	1210.856	721.5601	473.0645	647.1438	872.7025	774.0492	788.2502	1594.8772	943.0162	799.1194	1016.0361	984.4597	1072.2065	1190.6292	773.3002	1189.7751	762.5598	896.1387	786.7095	1054.6906	822.8133	1034.9376	964.9821	805.7987	1084.7287	988.4726	1080.3045	865.5405	862.0447	932.2848	812.5	1029.9376	727.801	994.6365	830.2699	775.3442	1280.3787	1107.521	855.2463	850.2391	1110.9445	647.482	833.9829	1036.2105	721.5041	965.9104	1270.4738	729.0544	726.8966	789.6733	682.7411	746.9973	1066.154	1509.5105	772.0953	481.2076	597.684	1178.7347	768.9225	789.9832	1031.3589	778.6976	1623.8105	986.0048	1045.4883	598.3607	2038.2349	718.9608	967.4286	796.5618	561.1376	677.8006	1084.5011	1933.1608	686.6631	763.8153	743.6218	634.3683	928.7257	761.0569	1339.5931	805.769	924.0175	580.6138	766.3226	1088.3242	1177.7426	807.243	681.4815	1218.9974	1206.8578	639.4397	744.671	838.4561	636.5308	877.8559	845.738	846.7836	746.3716	839.7436	596.0699	783.6431	900.0724	1691.9497	986.1317	947.0663
ZBTB20	5.1073	8.9021	2.0691	17.1582	9.6395	7.9798	23.0947	10.1024	2.726	15.4233	12.3609	20.7885	8.4034	29.4569	17.5637	6.2992	10.199	16.2437	6.7583	9.3897	3.1364	4.4096	4.8687	8.3126	12.6128	14.4204	9.7233	11.3035	15.9538	16.9402	20.3106	26.1845	26.2073	30.0613	14.5501	14.5083	13.7328	10.2371	15.7371	12.3231	7.4964	5.3892	8.9476	5.0469	15.3846	21.7173	16.519	18.8119	8.6449	14.6341	13.1517	48.4618	21.7766	10.2925	8.0607	6.5129	31.3138	10.0671	12.257	15.1594	35.7805	29.7193	26.5793	52.0419	25.309	18.1775	25.3879	10.6339	46.6507	10.195	11.7899	67.8643	25.6988	35.2941	20.0102	18.0525	25.787	26.2568	38.5976	33.1081	10.3408	9.1743	8.819	18.711	13.0743	11.919	15.8398	30.0375	3.6823	33.1252	38.5439	27.8767	23.988	16.6604	16.3679	17.2632	17.0388	20.9782	7.8444	13.2288	16.5517	27.1594	51.269	25.5715	30.4116	10.6518	12.9096	11.0906	5.1748	46.9661	10.4825	28.1987	21.3415	18.2119	8.5729	11.6187	22.0567	16.3934	7.1964	7.994	19.6853	16.6363	14.0181	23.1244	15.4401	19.4049	14.417	15.14	3.1146	10.7066	18.7185	5.1694	6.7814	17.459	21.8341	37.1015	12.5246	11.9394	26.8987	8.1776	18.7654	17.1504	21.9224	26.0695	8.3411	20.9614	9.6796	10.5448	7.9002	12.8655	14.1509	9.6154	3.2751	26.0223	7.9652	12.0987	16.3447	17.8571
ZBTB7C	347.2932	35.0148	54.3127	42.8955	11.0166	36.175	109.6998	56.6858	266.2426	152.1058	324.2686	270.9677	40.2161	76.097	338.8102	163.7795	151.3751	59.8985	221.5218	430.0469	1441.1918	1548.2607	2010.0852	447.2153	1607.0772	571.6669	629.0202	491.3678	521.5239	491.7946	813.0227	735.1621	758.5395	618.7117	786.0193	492.7458	840.6159	277.4784	1130.0238	636.2392	1190.1665	705.3892	283.7665	354.7224	1109.3555	790.6696	874.5336	496.5347	681.6512	1076.0976	938.1556	349.1044	438.9118	476.1647	1708.3726	594.4487	367.597	238.255	325.0211	240.1986	680.3605	653.2746	218.6586	241.4167	204.3177	327.1958	177.0288	132.5153	332.5359	250.2867	221.865	362.2089	220.4689	412.1212	294.4359	379.6499	255.1909	53.154	316.5005	330.4054	262.2797	245.9589	302.1472	342.2037	523.6971	125.149	223.0773	231.5394	25.7759	39.9131	299.3576	238.4587	213.2684	288.9057	263.4451	381.0526	257.9318	155.0564	338.5629	169.5247	224.8276	405.3417	58.8832	653.6226	708.905	197.3117	414.1013	551.4479	481.8989	258.8863	657.3146	502.1044	696.4286	498.8962	341.9079	373.9107	109.7934	396.3356	427.354	405.1961	211.8759	618.7119	297.2669	310.3803	235.2941	14.6615	487.7079	275.5488	352.7337	67.4518	370.5304	203.9058	629.108	159.0284	769.4323	127.6868	725.9654	252.5647	342.2996	234.229	501.7284	112.1372	180.4384	415.1439	288.6932	170.1098	651.631	250.4394	125.9875	110.5263	15.9652	245.9936	394.1048	134.5725	228.8197	552.8153	254.5815	593.1122
ZDBF2	24.5148	608.3086	623.3027	539.9471	897.5071	176.0872	573.903	26.9398	8.6324	164.8699	86.1145	361.2903	82.2329	354.71	209.6317	44.0945	138.4921	99.4924	66.0811	100.4695	131.2075	9.3092	66.0755	191.7429	78.4795	46.3514	210.92	212.7709	56.6635	205.3997	73.4767	183.2918	108.0683	82.2086	221.4139	83.2886	95.2975	73.2759	50.2571	44.7284	15.4338	69.4611	69.4504	128.3345	184.1996	35.7933	181.7086	48.5149	420.5749	48.2927	280.5699	133.7186	124.6525	70.4225	30.2278	51.511	208.305	203.5794	120.8791	164.9242	155.049	230.0495	140.6928	596.6751	483.5079	482.6451	631.2655	305.1125	221.2919	385.88	135.0482	341.4504	287.1957	314.4385	277.2843	207.8775	314.1326	205.2514	317.7871	352.027	82.7262	114.4605	173.3129	285.6549	140.1852	252.6818	195.3576	205.2566	104.6817	225.3598	207.2805	156.3355	209.1454	286.2552	187.841	177.6842	222.0917	234.8649	198.3056	215.5806	141.3793	250.5842	339.0863	179.0004	262.169	127.8215	10.427	16.0197	60.1565	132.307	245.4139	119.1077	84.9303	135.2097	55.4718	52.8123	175.9636	234.3298	89.6779	83.937	102.5707	108.532	114.6189	125.8993	94.6547	55.6274	215.0199	234.6707	89.5461	221.6274	159.8272	67.2028	51.6432	160.9261	87.7729	83.8397	102.5165	145.1099	190.9283	108.0607	108.1481	135.8839	237.774	161.3355	37.9981	101.1791	163.7789	240.3339	99.7921	190.0585	206.8215	58.4936	160.4803	177.6952	314.265	84.6906	212.4814	155.6122
ZDHHC7	1825.332	908.6053	651.7522	692.2261	724.6845	668.7059	928.9838	708.2924	456.6106	1749.7487	2174.2892	2020.7885	1831.9328	934.0288	1721.2465	1373.2283	1475.6384	1691.8782	2170.1625	2795.3052	1415.5776	1212.1509	786.6458	2167.9135	2915.3017	3980.553	5892.6702	2132.3635	3406.9592	3431.4452	2515.5317	1495.0125	3182.8622	3456.4417	1582.793	1620.6341	4479.8169	3465.5172	3569.2711	5769.5116	3970.0143	4862.8743	2959.9489	3483.7779	5113.9293	4722.3004	1862.7565	5254.4554	5282.9047	3002.9268	1612.0244	4513.2283	3723.4292	2956.1213	4883.2956	2919.5481	1757.6583	2324.3848	1548.1826	2470.988	2906.7055	3225.6467	2495.6144	1617.9978	1007.0885	1238.8937	1426.5228	1617.5869	1720.0957	1497.1327	1571.2755	1477.5782	1757.4391	1546.5241	2135.7836	2014.7702	1504.3537	1949.4076	1981.7733	1731.0811	3398.3549	2279.1612	2009.5859	3343.4511	2052.6603	1762.8129	1905.6168	2891.1139	1352.9721	3183.003	2764.454	1975.1012	2106.8216	2668.6861	1876.8511	2780.2105	1759.6945	1738.4563	2251.0198	2254.7771	1865.5172	3502.0293	2220.3046	2043.0066	2928.2531	3398.9348	4421.0526	3246.4572	1953.4693	4773.3599	4014.1822	2165.404	5167.6829	3119.2053	4010.6102	2795.8806	1925.7963	2797.0106	2501.5707	1835.6233	2478.2749	3473.8176	3265.8127	2263.6177	3322.3127	3974.9892	2363.9829	2126.4194	4626.0283	1656.8522	2908.5673	3681.7921	2487.7413	1893.9178	1738.4279	3708.2187	2374.5796	2831.9389	2118.6709	2960.2804	2278.0247	1715.0396	2730.1855	1509.0776	1645.9685	3114.7838	2963.1207	3300.5272	3308.9397	1482.4561	4070.029	2751.6026	3260.917	2793.3086	3117.3063	2249.8837	2893.5116	1488.5204
ZFP36	378.9581	3042.73	1890.5987	4591.9633	1707.57	2548.7432	24226.9053	2876.3856	3702.8623	13775.6812	2111.2485	3641.5771	3017.407	4022.0927	4894.051	2815.748	3550.8724	4728.4264	2994.6741	8063.8498	2046.001	2916.2175	1402.1909	13610.4184	4674.0825	3266.2268	3408.003	3491.4376	28603.4933	4537.8507	8658.3035	2125.6858	4992.9329	9999.6933	4315.3566	13446.5341	7178.1107	3898.7069	3033.1951	7764.4911	7996.9132	6621.5569	8847.4648	12617.1593	10839.501	12605.6706	3379.1006	11599.505	4082.1266	18168.7805	8635.0399	5310.1554	4861.4462	6149.5125	6253.621	6926.7478	1597.0048	5093.9597	2270.9214	2479.6132	8648.0254	5629.0589	5358.0225	8652.6924	10834.6378	5436.6528	11460.8993	1417.5869	5525.1196	6654.2628	3529.4748	6494.7438	11689.8106	5165.0624	8229.9132	9096.8271	7126.9257	2094.4605	2122.0114	12125.6757	8587.5441	7071.2101	3476.6104	6981.7048	4934.8102	14094.7557	8410.0574	4788.4856	4081.536	1796.6332	2636.8308	7853.3159	7422.039	12605.8311	10989.0881	3437.0526	10702.7027	7635.6174	8809.225	7223.9098	8335.1724	2654.45	8346.7005	14426.5788	6627.6326	2698.9602	10547.6663	4873.6907	6851.373	5934.3391	8786.8044	16622.8956	12331.446	7803.532	7282.9414	7197.7819	6637.1107	6666.8274	3506.2954	4383.2126	3848.7341	4079.8542	5307.9248	12808.8386	4408.8277	1999.1376	6147.0147	8784.2544	5705.2532	2515.5246	12131.9894	5100.5169	5067.8143	5647.2151	5410.4803	8648.495	20218.0216	6078.0838	6063.8186	7011.6822	16837.037	3006.1566	4239.4604	3178.507	3543.0955	9240.7538	5635.8533	7322.935	4344.6985	4635.6725	2705.3701	14710.7372	4090.6114	6998.513	12116.5822	2718.4737	10425.9534	37228.3163
ZFP90	280.8989	481.3056	586.577	605.8989	856.8834	739.46	573.3256	504.5601	567.015	637.6744	488.6691	556.2724	453.1813	546.1798	475.9207	359.0551	414.9394	321.3198	452.0546	387.7934	237.8463	342.9691	356.112	472.7071	677.5861	572.697	413.2386	400.9402	621.6476	507.1466	531.0633	489.2768	494.4052	588.0368	544.9945	288.5545	432.3762	624.4612	486.8342	362.848	398.192	379.0419	536.4295	480.894	458.6279	326.9656	489.253	328.7129	389.4532	545.3659	611.2416	349.1044	313.133	514.6262	373.3129	511.5574	603.8121	595.0783	480.9806	627.0256	518.9504	544.3038	563.8345	898.0846	700.7438	676.33	646.361	597.546	602.2727	450.6181	508.0386	694.6108	519.3868	807.1301	708.9331	625.2735	605.8272	635.927	580.6797	726.3514	605.4054	597.204	543.3282	595.4262	599.2373	574.4934	893.1891	526.9086	238.8217	695.6286	597.0021	585.0338	838.8306	710.337	531.5666	508.6316	485.8989	422.7568	645.4346	465.4581	737.931	897.7985	505.0761	635.0252	808.5292	707.5831	372.3932	324.0912	309.8383	541.8285	497.6106	559.3434	471.6899	391.8322	455.3729	503.3008	618.5683	648.0231	566.2994	486.635	829.3725	510.1798	459.7123	547.7903	514.8947	762.8288	582.8604	669.19	411.1333	384.9036	482.8414	514.0724	417.8404	779.9601	460.6987	499.6651	482.8946	703.0482	543.2489	501.1682	344.6914	376.869	406.4081	470.2341	460.6117	772.3471	426.677	450.3515	520.5821	390.6433	578.0116	554.4872	505.4585	354.6468	646.6329	591.9032	566.1218	600.7653
ZFPM1	383.0439	175.0742	77.5896	219.8394	1832.8836	385.1576	168.5912	279.5005	199.4548	287.1928	38.3189	454.4803	224.4898	535.1335	420.3966	242.5197	206.1277	638.0711	161.4481	584.0376	242.551	516.9035	516.0842	245.4974	370.6753	405.317	355.273	652.9407	985.8341	533.6157	539.4265	364.0898	290.3416	673.0061	307.449	314.3471	1369.9542	772.0905	858.9399	1649.0187	590.8941	1010.7784	432.8931	757.7505	728.4823	483.0082	266.2469	463.8614	742.1656	952.6829	241.741	639.8751	708.867	406.8256	815.6459	406.7592	58.5432	259.5078	355.0296	56.9786	342.168	105.6687	394.7905	37.5858	146.8451	28.8333	240.1553	74.0286	166.2679	215.6238	200.4287	176.9794	208.2958	37.7897	205.0026	216.0832	70.998	160.4227	86.6302	387.1622	240.658	204.893	320.1687	87.7339	172.8709	227.652	277.1966	436.1702	96.2651	137.931	65.0964	64.041	28.4858	117.0011	151.2081	228.6316	183.3137	196.1008	75.9335	174.9143	259.3103	134.7723	35.533	463.3863	282.793	469.6931	946.3754	712.2612	373.8759	741.7208	424.2331	297.9798	724.7387	181.5673	709.5346	341.6953	184.2961	659.595	609.4776	146.3902	222.4956	67.7335	387.1478	412.1274	195.6868	264.3381	107.5099	190.7646	199.3374	113.4904	175.186	523.2625	160.1461	133.599	822.2707	197.5532	265.3369	176.7953	136.6034	335.8645	474.5679	146.438	294.5475	257.2515	94.532	184.2185	149.4531	163.0053	144.6985	87.1345	151.3062	225.1603	160.4803	234.2007	216.5098	57.7013	200.5944	138.3929
ZHX1	289.0705	429.6736	1482.3949	528.0811	810.4072	601.1438	579.6767	528.6937	1669.6047	407.9201	692.6246	704.5305	496.3986	925.4373	497.4504	373.2283	760.3966	240.6091	410.7539	412.2066	805.0183	272.4155	593.0725	764.2006	413.6428	470.657	598.7285	438.84	436.2536	732.1334	526.8817	1030.1746	964.6643	864.7239	824.558	583.0199	496.4628	391.1638	659.942	461.4331	430.2502	630.4192	512.9953	382.1197	1029.8836	437.965	1259.3284	487.1287	354.7569	476.5854	622.884	547.4387	707.3652	380.8234	555.6871	365.9056	1054.3975	551.4541	652.1555	1300.2169	990.6785	906.4392	655.9015	1659.7976	1210.6021	1193.4498	1007.9663	1371.6646	551.9139	892.5194	545.552	1175.9947	561.2173	1088.385	848.9638	694.1575	1036.8084	729.4268	1041.664	941.6284	405.1704	528.1782	769.5207	836.5904	566.5517	629.9166	599.7127	556.3204	511.1888	884.0619	939.4861	988.1157	942.6162	822.4158	727.2019	662.7368	606.275	541.7854	635.7076	548.5448	483.4483	1061.78	810.3249	615.0833	954.2707	1076.2668	316.7825	205.7917	301.4294	552.1381	405.7345	551.7677	937.4129	528.1457	1319.1494	271.9831	763.3829	575.217	689.1913	447.6643	883.994	830.5514	374.2388	631.038	507.1746	287.1928	605.9277	470.0984	801.2427	461.4561	762.179	427.915	467.7621	689.629	573.2707	656.956	450.4279	661.5909	714.6624	360.7886	350.6173	787.5418	677.9089	388.0907	647.8221	646.5787	663.2465	455.6239	646.1538	379.5322	353.7736	464.5994	323.1441	715.0483	847.2122	1010.7027	516.5082	509.4643
