TF	CAS-ACC-1	CAS-DAC-18	CAS-DAC-7	CAS-DAC-37	CAS-DAC-30	CAS-DAC-20	CAS-DAC-1	CAS-IPMN-1	CAS-DAC-6	CAS-DAC-36	CAS-DAC-2	CAS-DAC-15	CAS-DAC-19	CAS-DAC-28	CAS-DAC-33	CAS-DAC-12	CAS-DAC-14	CAS-DAC-25	CAS-DAC-8	CAS-DAC-31	CAS-DAC-27	CAS-DAC-11	CAS-DAC-9	CAS-DAC-5	CAS-DAC-4	CAS-DAC-38	CAS-DAC-29	CAS-DAC-34	CAS-DAC-23	CAS-DAC-32	CAS-DAC-42	CAS-DAC-41	CAS-DAC-39	CAS-DAC-35	CAS-DAC-3	CAS-DAC-26	CAS-DAC-24	CAS-DAC-22	CAS-DAC-21	CAS-DAC-13	CAS-DAC-16	CAS-DAC-65	CAS-NEN-3	CAS-NEN-1	CAS-NEN-2
E2F3 (851g)	0.468455231	0.45028681	0.466124496	0.428709852	0.43121705	0.441914722	0.449671683	0.447508188	0.452988499	0.470329274	0.484467219	0.432694052	0.442039094	0.476157359	0.482692208	0.481094241	0.417287055	0.479570465	0.471043599	0.41318189	0.439391573	0.475659375	0.481880015	0.472396562	0.454768495	0.440369096	0.440575052	0.412274321	0.421726702	0.448885079	0.455758979	0.434659484	0.465226563	0.423013865	0.497549712	0.443572341	0.463555984	0.453504428	0.4445875	0.47561501	0.437145995	0.463695642	0.434808281	0.507386921	0.553168833
SOX4 (250g)	0.416499567	0.361930423	0.328794489	0.33366444	0.315665063	0.342354806	0.341890131	0.388230814	0.464088061	0.366504898	0.398608467	0.451462079	0.43948631	0.393212088	0.397565025	0.398617328	0.371290387	0.393695317	0.40327571	0.352375783	0.359528125	0.391061234	0.417145349	0.379039219	0.355397556	0.335615632	0.348025061	0.327380249	0.34625913	0.373638686	0.413352902	0.354079684	0.383189726	0.350862958	0.404732597	0.378551559	0.380067984	0.451733186	0.392247845	0.45376967	0.366759389	0.422647236	0.423116619	0.465414241	0.425531379
NKX2-1 (23g)	0.237959705	0.222453514	0.243899962	0.246498265	0.252163759	0.262013416	0.258465389	0.287085541	0.277800343	0.258710286	0.367020673	0.285365285	0.260087088	0.294719174	0.380507953	0.266532073	0.304954097	0.341855964	0.351051566	0.271131367	0.249254855	0.258405658	0.280055192	0.247271782	0.240151836	0.23482681	0.220583931	0.244147846	0.271403143	0.285287635	0.295462826	0.228372865	0.256598792	0.249368344	0.291198026	0.288414558	0.269130375	0.472317626	0.323455802	0.3970236	0.304114875	0.297771433	0.271277708	0.498384274	0.392642324
HOXB13 (401g)	0.485457141	0.300319908	0.321269865	0.324225625	0.2965639	0.31574224	0.327389648	0.293093038	0.275450979	0.310128361	0.328720096	0.276078889	0.280339585	0.309704721	0.297433915	0.336131624	0.283058795	0.2966269	0.310989177	0.313771039	0.311280744	0.356149261	0.423899191	0.39124039	0.336251202	0.320599087	0.334194266	0.304301186	0.321846577	0.323977272	0.295501416	0.331632294	0.317449122	0.290586256	0.348741897	0.338323757	0.313651983	0.311441627	0.321654108	0.295694406	0.307251566	0.314775383	0.363810531	0.417824532	0.415898801
MAZ (253g)	0.595884216	0.466128401	0.438993519	0.432599022	0.447200512	0.448763697	0.455108934	0.464594772	0.464106551	0.480304613	0.46453867	0.4488759	0.461356473	0.463122171	0.454092536	0.46330416	0.478733766	0.468025732	0.451623514	0.459032769	0.506006849	0.476346023	0.540092866	0.479114436	0.476834245	0.487357827	0.431822082	0.437448397	0.461863851	0.49298031	0.479818033	0.45914333	0.541867048	0.505383162	0.530396031	0.487323345	0.535314371	0.48006926	0.472943251	0.526867098	0.481835779	0.481391344	0.487107148	0.526793208	0.627156939
HOXC6 (425g)	0.514523844	0.350985336	0.368160643	0.34529842	0.313116373	0.323775981	0.354457961	0.331977269	0.366781197	0.345027185	0.375550848	0.372840303	0.369211002	0.368042152	0.376563841	0.377447689	0.340348508	0.369204282	0.366804469	0.322714478	0.323922333	0.386740799	0.428065014	0.400664894	0.34050666	0.349082595	0.336552532	0.313985144	0.322662034	0.344422766	0.360569347	0.327318914	0.330860535	0.338946445	0.379829638	0.349422991	0.339976974	0.387511564	0.348050264	0.357394835	0.376733301	0.355944426	0.398219356	0.464860019	0.412567266
MEF2C (17g)	0.299696611	0.335860902	0.324702974	0.329126555	0.368332815	0.302766859	0.292574443	0.334236902	0.454388637	0.291394822	0.353502709	0.431939468	0.442859047	0.322089223	0.384576851	0.341864045	0.482962143	0.36985582	0.351466649	0.400085644	0.354904519	0.345657417	0.295891119	0.299240114	0.323874815	0.305109943	0.329716366	0.419731192	0.305635117	0.383413389	0.310947454	0.320994437	0.309513325	0.434702691	0.35873829	0.354674251	0.352702828	0.406529125	0.350521336	0.410221502	0.351357575	0.536651087	0.344077855	0.318465522	0.522144164
HOXD1 (35g)	0.402124401	0.092061965	0.100685227	0.103932695	0.060788895	0.060741773	0.089974868	0.064605749	0.080968743	0.055634964	0.077866567	0.089197361	0.084432184	0.087351763	0.098464619	0.105006676	0.088457159	0.113353098	0.079816226	0.062151496	0.050930653	0.098048378	0.115893741	0.111012723	0.081074766	0.098423388	0.07005419	0.062235922	0.056428179	0.078439881	0.101242834	0.069084269	0.06862287	0.070837587	0.104718055	0.087373361	0.06035302	0.122049007	0.081200424	0.065094636	0.079441216	0.078769732	0.10987395	0.169125501	0.322070604
EN2 (28g)	0.082450424	0.11508659	0.08510774	0.071035985	0.085272136	0.069077963	0.056812103	0.083552118	0.104810651	0.094355595	0.073757097	0.082212418	0.091766981	0.091943644	0.069232543	0.154372181	0.070196833	0.094902761	0.063925271	0.081378173	0.095621684	0.155719242	0.185921375	0.1906275	0.106957606	0.078909789	0.083657626	0.064207442	0.064671185	0.058139535	0.129180428	0.064781599	0.122334709	0.063292226	0.154789304	0.074630601	0.107553846	0.076431589	0.118867684	0.108054393	0.073295809	0.08371406	0.10328938	0.084796125	0.342180423
PATZ1 (38g)	0.557709176	0.398911956	0.425149072	0.403368305	0.42277802	0.470837501	0.409305884	0.424145309	0.449691546	0.378478584	0.425263013	0.462494506	0.441851338	0.403900029	0.399396657	0.431404962	0.438735149	0.428919968	0.427818541	0.455835303	0.444381546	0.426870844	0.486588451	0.444658259	0.432942257	0.426255925	0.424966406	0.43187881	0.484146864	0.513187284	0.410830519	0.45527826	0.426465721	0.454502377	0.455247514	0.469010832	0.468471874	0.54906234	0.460570174	0.451740671	0.448441815	0.479932865	0.47034014	0.439491137	0.579757614
ONECUT1 (35g)	0.503078615	0.385590591	0.354625776	0.375188487	0.422893269	0.366582895	0.388680986	0.380350271	0.400893348	0.342554779	0.395737454	0.370493992	0.384656012	0.354678787	0.366686955	0.409669756	0.334072881	0.370878819	0.400347522	0.391604492	0.367896411	0.427623105	0.443597345	0.440181026	0.3872693	0.422940391	0.367921935	0.411536951	0.338629938	0.371351999	0.342380036	0.340179062	0.389175764	0.403783476	0.416339433	0.348154402	0.386802011	0.384281002	0.408603628	0.397319956	0.357466819	0.39744365	0.371503181	0.508980602	0.443783869
HOXC12 (256g)	0.439579781	0.18888057	0.197661416	0.192925174	0.180534127	0.170604248	0.190867844	0.184253335	0.184518683	0.18321926	0.214598553	0.193368233	0.192375002	0.189949808	0.195092593	0.230642809	0.199318695	0.20874195	0.209449817	0.186566546	0.190591405	0.246394127	0.292889632	0.265224408	0.198833981	0.204294589	0.181962303	0.178199546	0.170954259	0.190232198	0.210089791	0.180432694	0.183878979	0.201160988	0.234560555	0.208457668	0.201922141	0.246873161	0.213264777	0.202029254	0.187000409	0.200454203	0.241555099	0.249621047	0.364959221
FOXP2 (16g)	0.24424424	0.261172441	0.278830306	0.28469337	0.22948357	0.192678467	0.256094839	0.253240566	0.38973921	0.193841637	0.195442606	0.392696494	0.391713594	0.319013323	0.239183807	0.3336066	0.35594719	0.277130618	0.245488961	0.292646705	0.296874463	0.332018508	0.325554545	0.329842393	0.316493836	0.226024105	0.320734471	0.265666312	0.197189507	0.270898431	0.243716307	0.337877279	0.252781307	0.358359372	0.329537651	0.352114308	0.289092813	0.47699842	0.27344367	0.254910208	0.281954984	0.285551798	0.30667342	0.414976994	0.453679223
TEF (38g)	0.335730912	0.37960714	0.387364153	0.372991342	0.379892896	0.40297946	0.404992413	0.447702105	0.360951604	0.343656123	0.381545941	0.385009378	0.356444615	0.403547355	0.390809504	0.385061826	0.410291562	0.417075557	0.424320741	0.399425594	0.37636435	0.374324268	0.365798607	0.364494619	0.369829939	0.383595065	0.358137449	0.385233642	0.3999537	0.36347096	0.409761647	0.376744152	0.354543794	0.386615399	0.387042225	0.361826958	0.391711987	0.475471091	0.439259638	0.452270586	0.365496574	0.395546183	0.630454009	0.381285505	0.34840908
POU3F2 (35g)	0.343697479	0.160453153	0.15266041	0.14363465	0.104293961	0.167328988	0.157152674	0.149456138	0.234514647	0.147854001	0.175775544	0.243157543	0.225504594	0.176007225	0.156269143	0.155923584	0.157170345	0.175981701	0.183287521	0.177866567	0.14723553	0.169207964	0.150751983	0.160631823	0.131540093	0.189319092	0.135680908	0.17928807	0.184226027	0.173615801	0.235839943	0.140830912	0.158880468	0.192582267	0.165552109	0.149933244	0.133126522	0.186254221	0.176710123	0.165263489	0.198547082	0.159559805	0.166716406	0.193832954	0.392248488
MEF2A (11g)	0.670757284	0.622356495	0.671918304	0.661450401	0.629672168	0.485456044	0.598661706	0.654914983	0.697392075	0.622100572	0.68762328	0.698977554	0.697279718	0.699377044	0.598786547	0.657299443	0.700344561	0.648260967	0.68337245	0.593711767	0.617587576	0.653641607	0.656369379	0.656756386	0.638542109	0.678010537	0.64270555	0.610652668	0.48165464	0.603649097	0.662767471	0.650863899	0.637949115	0.59796884	0.660601483	0.648429502	0.645370902	0.66160021	0.645770393	0.722378967	0.670732316	0.740942798	0.642724277	0.709626476	0.700818956
MSX1 (24g)	0.434546912	0.216111397	0.177740569	0.208858549	0.200045795	0.246299159	0.21972351	0.241522125	0.222743145	0.205074704	0.193133551	0.222874807	0.228012479	0.210970863	0.207939779	0.208337627	0.227620356	0.216864159	0.187443471	0.235024901	0.223742057	0.213687103	0.247721678	0.211534719	0.21558475	0.268166466	0.184503978	0.241184384	0.234833133	0.247996451	0.253657908	0.204204591	0.253709428	0.263532543	0.202575992	0.221915965	0.223681951	0.250921633	0.231140878	0.234495392	0.208191654	0.229512279	0.183067148	0.244799359	0.480843208
HOXB9 (155g)	0.388759093	0.246110424	0.267657796	0.233418215	0.204787068	0.248846972	0.272276584	0.232093346	0.316390356	0.259938297	0.285980697	0.319827625	0.318115	0.257272088	0.271135576	0.28886015	0.29337521	0.291693304	0.289699322	0.310793497	0.265106889	0.293665916	0.298465894	0.299675906	0.237806398	0.283039808	0.242588124	0.319584554	0.249654982	0.28169268	0.284578811	0.23493852	0.2351206	0.28550524	0.296518658	0.253201766	0.234295229	0.316215843	0.281551557	0.27611541	0.305479775	0.267736593	0.243179774	0.318663467	0.462917027
KLF7 (39g)	0.575707111	0.526079831	0.542003701	0.516935413	0.525720328	0.541406291	0.609273064	0.553511323	0.518852762	0.506483391	0.530848533	0.517945193	0.509012248	0.568220989	0.53676271	0.553259318	0.574311393	0.571481188	0.542091814	0.573886686	0.523274297	0.55399066	0.542100626	0.547595383	0.49781831	0.498045643	0.531403648	0.567101947	0.542572914	0.562997621	0.576817341	0.521371046	0.512621376	0.536741563	0.538747026	0.525663935	0.499531236	0.525064763	0.558692396	0.568541722	0.550101331	0.538986695	0.616619967	0.585177549	0.537361882
HOXC13 (20g)	0.272749751	0.161554312	0.212208524	0.152144648	0.116587108	0.149177513	0.1383564	0.124684914	0.133905697	0.120663484	0.143906041	0.165579175	0.152467461	0.179384594	0.188371853	0.201497304	0.145983722	0.17544902	0.149689206	0.138098836	0.110089632	0.20302895	0.211865105	0.209323809	0.125340843	0.138874961	0.116350149	0.098334421	0.132295065	0.15562691	0.165050311	0.116350149	0.121243861	0.168724888	0.215515643	0.16484426	0.131639136	0.197324771	0.230856142	0.14003915	0.179673066	0.136203166	0.137875614	0.197657887	0.369902813
HOXA9 (70g)	0.417198488	0.311711543	0.329141992	0.351939966	0.317017146	0.357647568	0.401659107	0.300748465	0.374027314	0.354413882	0.470424556	0.377783893	0.382549894	0.318461002	0.429622131	0.319098893	0.3115877	0.373020842	0.438653843	0.316771426	0.323341016	0.30703302	0.294050117	0.293748372	0.359841363	0.35142002	0.387955751	0.324159758	0.341428031	0.327978259	0.339444573	0.393702668	0.352073638	0.323963181	0.318435447	0.378957456	0.333106943	0.376596571	0.339190006	0.339408206	0.355463601	0.402603657	0.314735875	0.368126084	0.514298492
PBX1 (11g)	0.284437342	0.452335772	0.349479414	0.315060797	0.376644778	0.436892961	0.42738009	0.466605079	0.51623555	0.450350803	0.422430152	0.548481936	0.476667249	0.445332201	0.480743302	0.43994532	0.52657237	0.496167387	0.455032334	0.440769269	0.380982997	0.429127862	0.395595616	0.414153205	0.421400215	0.418578812	0.400876383	0.438921625	0.417854735	0.348436993	0.536135178	0.410345559	0.421649896	0.431350029	0.417261741	0.434939203	0.374254076	0.504325735	0.453346983	0.574093031	0.425794612	0.476667249	0.598780305	0.476611071	0.439327358
HOXA4 (74g)	0.350928255	0.269833226	0.281555321	0.260213594	0.197346116	0.278947931	0.32933546	0.232789507	0.328456721	0.275553861	0.320055235	0.338238152	0.327907161	0.283703349	0.33296758	0.294507651	0.298261585	0.3279146	0.320835406	0.311098609	0.271962656	0.29443233	0.292664624	0.285645873	0.247325426	0.284730869	0.283670803	0.312589211	0.278218904	0.29846337	0.314691674	0.280738884	0.271203872	0.318997029	0.309647993	0.296522705	0.229510742	0.344759416	0.292433083	0.284512347	0.312992779	0.302382823	0.254109847	0.325525732	0.453169736
SOX5 (36g)	0.279902416	0.252780355	0.28121385	0.297206855	0.250394194	0.284565929	0.306623601	0.356515365	0.370055397	0.277533435	0.257661486	0.363960187	0.359487567	0.35132117	0.327753534	0.390608834	0.402837432	0.358792717	0.27287374	0.293780328	0.325573538	0.356385558	0.36468558	0.349299614	0.327616092	0.383627881	0.297907432	0.297021689	0.264965048	0.274914385	0.289105361	0.31063617	0.359119144	0.330206508	0.469522042	0.295044039	0.365557961	0.369885502	0.334940651	0.355400551	0.360999439	0.302675936	0.435753092	0.357544278	0.409850836
NR4A2 (22g)	0.274513171	0.408720928	0.424054052	0.504947126	0.339211395	0.423616944	0.452756434	0.353726502	0.458576214	0.417010369	0.481614927	0.46150796	0.462244799	0.385960092	0.431160178	0.496601486	0.421006785	0.490225954	0.455822434	0.43950894	0.364357592	0.457470956	0.382369562	0.458320194	0.48779376	0.415293159	0.514195081	0.415277548	0.432761867	0.370748735	0.350963355	0.47128669	0.405289631	0.422227565	0.432059372	0.465613653	0.350716701	0.426751632	0.386781231	0.434241789	0.37536959	0.42391043	0.6815887	0.404480981	0.432096838
RUNX3 (57g)	0.287613849	0.343083139	0.306621205	0.324908275	0.355290606	0.396503776	0.309755718	0.327834061	0.328625532	0.366682472	0.411766125	0.32438465	0.33292312	0.352357581	0.38438921	0.344369279	0.320836304	0.34844125	0.393208797	0.354119085	0.354236116	0.335532801	0.313459703	0.321493852	0.351470796	0.282535649	0.297252656	0.308400807	0.379279641	0.264100179	0.304368651	0.286912867	0.312177183	0.318613913	0.358958396	0.300284616	0.389748527	0.328466273	0.416453416	0.37531505	0.331218322	0.366751243	0.37147111	0.369094285	0.383613425
HOXA6 (524g)	0.348676627	0.325857228	0.331960363	0.333776925	0.308789497	0.340355043	0.335976567	0.330341744	0.462668381	0.338187413	0.39787452	0.470623425	0.459209457	0.343921874	0.399627991	0.362599688	0.342860401	0.3668117	0.389642303	0.337071253	0.323159796	0.351303632	0.337831677	0.331617432	0.317644085	0.323116046	0.325891775	0.328221599	0.347910734	0.346588495	0.355095883	0.33880765	0.330279454	0.355965283	0.370149644	0.353959182	0.328281889	0.43790077	0.355773743	0.380627654	0.362251288	0.394495093	0.353061638	0.377557279	0.461137395
FOXO3 (119g)	0.449029646	0.39346032	0.40610706	0.403696089	0.360292815	0.434174056	0.486995349	0.485070858	0.435786968	0.400537444	0.482551008	0.443598446	0.429828747	0.457946707	0.450058204	0.478639478	0.443198837	0.47238242	0.510017432	0.424445036	0.432364234	0.461956113	0.489058835	0.464925377	0.424716075	0.408784437	0.414478569	0.405279465	0.465420545	0.443036098	0.467342719	0.439757571	0.452739635	0.411456023	0.512715658	0.433688734	0.463968054	0.523419954	0.45209447	0.539726297	0.425405834	0.439851392	0.545470814	0.525612009	0.437369765
NR2C2 (30g)	0.419151007	0.431726728	0.404940053	0.465700184	0.451122791	0.466105557	0.450797577	0.468553826	0.612575721	0.451431974	0.440200625	0.599869456	0.59262771	0.457075131	0.460043286	0.488172043	0.41274978	0.47255488	0.458176738	0.450708257	0.447941645	0.472806807	0.46877369	0.482558659	0.476647543	0.478154523	0.461199858	0.489328615	0.446725526	0.454177975	0.423612399	0.440459423	0.465306263	0.450296014	0.478069784	0.456177356	0.468100358	0.530124704	0.431809177	0.467289613	0.427650097	0.420188487	0.512542513	0.486903249	0.645030747
HOXA7 (193g)	0.428481979	0.319628223	0.343164635	0.350704134	0.304410321	0.343575978	0.406371843	0.330057148	0.35759243	0.327919166	0.370403492	0.360359061	0.346333659	0.379692184	0.374659049	0.350273459	0.361496787	0.370263156	0.373286115	0.372643862	0.348537513	0.353746068	0.37736303	0.351228247	0.32231323	0.339383787	0.318657325	0.373046613	0.336974083	0.370618651	0.371936094	0.326832276	0.317752656	0.360824104	0.358646384	0.348091085	0.331662782	0.444240821	0.377063741	0.390248198	0.397139	0.337102606	0.319643617	0.448990778	0.457125632
CUX1 (37g)	0.434299119	0.465444002	0.455261736	0.395042971	0.409194501	0.366970228	0.464134535	0.498240114	0.466929922	0.482584089	0.448190614	0.463378573	0.474478396	0.49798565	0.458088698	0.512815131	0.547973855	0.470497988	0.45110116	0.513084454	0.504729869	0.516438918	0.559235271	0.539487395	0.493306859	0.492706919	0.439141361	0.50721507	0.370281972	0.484649518	0.530020227	0.447081746	0.450354485	0.456730939	0.534706447	0.476280074	0.506498114	0.573232637	0.538109204	0.50861555	0.521061987	0.512464083	0.604758287	0.508065759	0.479972585
SHOX2 (57g)	0.418510515	0.197248675	0.203162986	0.200359057	0.174518029	0.18415925	0.175591823	0.198147525	0.203798817	0.182477375	0.185157033	0.201086583	0.207227718	0.194382008	0.187245502	0.17910156	0.202295506	0.205761808	0.179625186	0.284834051	0.238968579	0.191294549	0.202582655	0.204698873	0.197137676	0.219205948	0.228672224	0.310681111	0.179849596	0.23006333	0.214044498	0.235815969	0.19223804	0.263810617	0.179059333	0.241314034	0.17594895	0.209095395	0.200023648	0.185993145	0.22051863	0.206625669	0.207308554	0.214377495	0.408954957
SOX2 (13g)	0.336242004	0.337319551	0.288697912	0.370385434	0.332703004	0.330965196	0.369804404	0.426359742	0.408125967	0.352257301	0.418584506	0.407867145	0.413735547	0.372123242	0.334652095	0.357655597	0.388355104	0.349616256	0.414945145	0.38983409	0.357322825	0.353345412	0.343087593	0.321594769	0.370316767	0.394529868	0.3255669	0.394102018	0.304977313	0.457143763	0.306451017	0.332433617	0.401248686	0.361036135	0.345316635	0.33329988	0.378773393	0.397081117	0.401380738	0.409869057	0.398771386	0.340652549	0.318520592	0.612347414	0.394112582
HOXA5 (70g)	0.268012561	0.247140056	0.283290496	0.253441319	0.201426163	0.260553461	0.320148612	0.214327487	0.346231381	0.25444386	0.317224535	0.353286515	0.350027275	0.291902518	0.317332652	0.298126133	0.254356384	0.320763897	0.316723264	0.306513075	0.249873454	0.291073947	0.278241426	0.277305721	0.222741949	0.243690136	0.276534158	0.315698117	0.266627679	0.269165483	0.272989881	0.26249269	0.215013539	0.282738116	0.300140061	0.283902832	0.196784007	0.370570514	0.286918318	0.275467729	0.298632318	0.301645838	0.208067504	0.310968484	0.487108014
SIRT6 (16g)	0.587108986	0.549067747	0.451022388	0.506489716	0.490492909	0.472234145	0.461894379	0.547857364	0.567051815	0.566352196	0.507498369	0.551338289	0.576443018	0.534998111	0.513983793	0.526976101	0.479453525	0.537646362	0.503983106	0.512241184	0.559991244	0.543590976	0.599860935	0.549625725	0.559300209	0.593006387	0.524538166	0.520082924	0.461598221	0.574816296	0.511125227	0.522271916	0.638627545	0.550904783	0.586499502	0.518799574	0.586568176	0.50886327	0.515009614	0.516280088	0.454705044	0.526881674	0.557003914	0.541650929	0.671453834
PDX1 (20g)	0.200350287	0.309801161	0.359607129	0.32835949	0.311198874	0.281201278	0.325825063	0.32002816	0.220900443	0.270933068	0.249441945	0.234750507	0.217734125	0.292128851	0.244589443	0.281554998	0.251344483	0.253981936	0.259703287	0.305645798	0.31281294	0.312218826	0.410069027	0.369961194	0.335959339	0.325910917	0.346914386	0.346275628	0.285521481	0.34504619	0.290106116	0.305779731	0.330286068	0.293595247	0.263710979	0.337432604	0.298870154	0.19158625	0.262330437	0.239146262	0.321151138	0.236663347	0.709869844	0.307198049	0.197554861
NFATC3 (11g)	0.552913785	0.410220719	0.373661082	0.361052158	0.416581359	0.354123493	0.34041597	0.372755986	0.382593443	0.360821203	0.380845672	0.441624429	0.465113231	0.369272927	0.4053332	0.416057027	0.395495743	0.360864897	0.367749869	0.286185114	0.328100422	0.428715887	0.446655514	0.439258695	0.427230281	0.439645702	0.364422861	0.346951387	0.338225013	0.353081072	0.355434321	0.363386682	0.40254925	0.377137899	0.380539812	0.348006292	0.358418017	0.328268957	0.293469576	0.404802627	0.33167087	0.403404409	0.430719583	0.454177174	0.410170782
NFKB2 (466g)	0.553792512	0.712054334	0.701520879	0.684982013	0.691201919	0.676440683	0.704177593	0.712808434	0.662245246	0.672339083	0.664828017	0.64919518	0.63841415	0.696960802	0.683708964	0.682137298	0.650574504	0.670913807	0.688503743	0.688047361	0.664877562	0.676041779	0.63083423	0.662003359	0.675245318	0.638109397	0.631431613	0.650614768	0.673354978	0.666444588	0.690137826	0.622817985	0.674279866	0.657648797	0.656250463	0.631662124	0.674821118	0.663881725	0.692119472	0.661700402	0.690502004	0.631989329	0.423690754	0.547597903	0.423803015
NPAS2 (21g)	0.5653842	0.730796529	0.678968009	0.712928347	0.718675079	0.64415073	0.67053598	0.632428313	0.644903006	0.659349968	0.663225823	0.682552766	0.671239194	0.645014211	0.66299687	0.661531568	0.558986587	0.648033126	0.669898181	0.716192569	0.663631398	0.668655291	0.637537246	0.651555739	0.704107098	0.700172369	0.662624003	0.724166691	0.678120881	0.690072251	0.64877559	0.672786265	0.619018182	0.681578078	0.624499982	0.658718711	0.682418664	0.535211406	0.650829629	0.586850222	0.707318988	0.609192808	0.357062723	0.449749623	0.378325958
SOX9 (29g)	0.435011076	0.74588422	0.758807851	0.753564956	0.693035928	0.722590886	0.752013172	0.756287092	0.751548822	0.700162286	0.712164323	0.736277378	0.76861607	0.743718831	0.715827006	0.739295656	0.688186309	0.699581848	0.723152371	0.779082908	0.771456663	0.740589204	0.728762482	0.728736422	0.75265047	0.711427522	0.72663263	0.69779552	0.758684656	0.764868098	0.7499923	0.759916606	0.712223552	0.731937123	0.745055023	0.754249636	0.782352314	0.73961312	0.776204409	0.72655208	0.796019853	0.680067283	0.35147301	0.463850555	0.377820159
KLF5 (235g)	0.610476942	0.734877305	0.735745329	0.688798134	0.739073735	0.688666517	0.73985372	0.732536761	0.645852448	0.678276731	0.677218201	0.648351991	0.645417258	0.727811803	0.695419908	0.722058642	0.702906172	0.719027036	0.711612322	0.724936253	0.686267674	0.726028938	0.702670616	0.734810466	0.709114545	0.65063394	0.681748238	0.677557696	0.699667572	0.713288597	0.730491252	0.675454181	0.644510662	0.688294045	0.701815842	0.673254677	0.709577707	0.65217006	0.724486635	0.694942024	0.722849815	0.659909252	0.436010624	0.596132465	0.416738315
KLF3 (509g)	0.677464459	0.743181311	0.732036339	0.728582888	0.738654893	0.730312839	0.742387085	0.735396602	0.686492729	0.667796773	0.68937717	0.698337779	0.691439798	0.714439976	0.683026652	0.719299209	0.680716574	0.692207262	0.715462438	0.721887341	0.698005239	0.726772376	0.733234335	0.732731751	0.735727495	0.693860356	0.715341526	0.708085752	0.724010768	0.696310422	0.675854871	0.696664098	0.669432026	0.692632579	0.695762547	0.693050896	0.709274141	0.678000806	0.716251861	0.701656869	0.717058302	0.663954787	0.546237718	0.671191896	0.511448211
RELA (384g)	0.461834536	0.640230141	0.632067974	0.567798897	0.634100953	0.631339296	0.663938156	0.65815293	0.578978475	0.621801462	0.615176346	0.585781458	0.553414624	0.629791196	0.634472628	0.636832	0.650975555	0.64151144	0.655487814	0.667753253	0.632326443	0.619513273	0.588976917	0.597685729	0.599857452	0.519003579	0.575387614	0.580175187	0.673416761	0.620214419	0.688419586	0.610931251	0.619585905	0.629044768	0.645404422	0.606060359	0.628653712	0.61412671	0.67611448	0.665039232	0.674703494	0.568269105	0.383742139	0.481189866	0.379231873
GATA6 (87g)	0.381965117	0.720300183	0.734276707	0.728022365	0.68761444	0.726679549	0.696965884	0.710269813	0.701243589	0.650138238	0.690197205	0.705565605	0.696096259	0.697416127	0.641200637	0.687570919	0.658648543	0.627873761	0.693361566	0.712378597	0.68178502	0.693690742	0.674050968	0.677748658	0.725994293	0.68119551	0.66795251	0.690677517	0.739273692	0.693380557	0.648152105	0.67755954	0.667074971	0.636965663	0.666516322	0.667863886	0.690233604	0.693140797	0.692453959	0.653043057	0.705888451	0.637715804	0.356571886	0.484981349	0.403420106
FOSL1 (1031g)	0.474284101	0.659098818	0.640089211	0.622739269	0.674257544	0.647741695	0.667481822	0.682851457	0.619738719	0.657460409	0.664233164	0.602213204	0.599419283	0.656780891	0.654070961	0.684946466	0.63250933	0.688128732	0.681367434	0.655745602	0.639399617	0.659547206	0.60732229	0.636279049	0.633909086	0.607587583	0.591938093	0.618763611	0.6448388	0.621543797	0.657510997	0.591042421	0.634919737	0.630703286	0.679420945	0.596117621	0.664672856	0.607246995	0.677372797	0.687365637	0.665560385	0.60754645	0.43716753	0.522295119	0.447629188
HNF1B (603g)	0.454622156	0.656801963	0.658123619	0.689853113	0.637888378	0.657200401	0.625376877	0.624176915	0.633185	0.625589811	0.633732445	0.643639572	0.636511629	0.63377731	0.634209455	0.636399351	0.613589142	0.61928013	0.631083904	0.634317897	0.599435074	0.631138881	0.589473086	0.617427534	0.649788391	0.597347577	0.645149986	0.632371853	0.668112921	0.598129342	0.608909941	0.633329474	0.593887283	0.597661747	0.590931196	0.622516564	0.596111815	0.605648633	0.609629639	0.594221794	0.658128384	0.621094718	0.409526519	0.523936016	0.382892913
MAFF (10g)	0.378324007	0.823406227	0.833341344	0.836849875	0.810999348	0.76661746	0.795399773	0.845157747	0.845384325	0.759030519	0.854584778	0.825898589	0.831322737	0.85626695	0.732884754	0.861176147	0.853609805	0.860558207	0.826901026	0.852044354	0.788348381	0.846936043	0.752823647	0.817528923	0.818792269	0.773339284	0.782560335	0.769535514	0.815929143	0.802883724	0.810738439	0.795406639	0.763205053	0.773078376	0.807353497	0.751910467	0.804483504	0.81376635	0.839280442	0.842967489	0.807813519	0.82240379	0.354979574	0.487829998	0.413848742
PRDM1 (371g)	0.412746156	0.601199408	0.613819376	0.589849571	0.579338491	0.576274664	0.582304125	0.629020452	0.583582312	0.592334175	0.621636537	0.586046491	0.576394781	0.628898836	0.60722812	0.62715967	0.588627226	0.623450847	0.636480448	0.597901157	0.578994818	0.610110553	0.57177112	0.591867199	0.578330895	0.565620606	0.562908323	0.55710017	0.595027157	0.588683818	0.636326414	0.576632017	0.600098492	0.559404505	0.629033382	0.554629058	0.612744694	0.602216374	0.606864396	0.622015065	0.591518654	0.57706976	0.408468791	0.473345084	0.400599161
